"Squad","Player","Starts_Playing","Min_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","Cmp_Total","Att_Total","Cmp_percent_Total","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Tkl_Tackles","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Err","Fls","Fld","Off","Crs","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty"
"Aston Villa","Pau Torres",5,509,0,0,0,0,0,0,0.1,0.1,0,0.1,7,22,3,0,0,0,0,0,0.02,0,0.02,0.02,0,2,0,0,0.35,0,0,NA,12.9,322,362,89,0,0.2,0,0,19,0,0,22,7,5,7,4,11,24,0,1,1,0,1,7,8,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aston Villa","Ollie Watkins",9,786,1,0,1,1,0,0,1.7,1.7,0.5,2.2,16,12,54,0.11,0,0.11,0.11,0.11,0.2,0.05,0.25,0.2,1,14,3,21.4,1.6,0.34,0.07,0.33,12.6,104,140,74.3,0.5,0.3,-0.5,6,5,2,0,12,5,2,6,2,7,3,0,5,12,7,2,9,22,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Tyler Adams",9,783,0,1,1,0,0,0,0.1,0.1,0.1,0.2,4,38,6,0,0.11,0.11,0,0.11,0.02,0.01,0.03,0.02,0,6,4,66.7,0.69,0.46,0,0,22.6,360,430,83.7,0.1,0.2,0.9,2,37,0,0,38,26,13,15,16,42,18,0,12,8,1,0,6,12,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Amine Adli",1,189,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,5,19,0,0,0,0,0,0.05,0.08,0.13,0.05,0,2,2,100,0.95,0.95,0,0,23.7,58,82,70.7,0.2,0.1,-0.2,4,2,1,0,5,11,3,5,2,13,5,0,5,6,2,7,4,5,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","David Brooks",6,476,0,1,1,0,0,0,0.9,0.9,1.4,2.4,16,17,50,0,0.19,0.19,0,0.19,0.18,0.27,0.44,0.18,0,14,3,21.4,2.65,0.57,0,0,18.6,148,218,67.9,1.4,1.4,-0.4,7,15,7,4,17,6,5,5,3,9,5,0,7,5,1,29,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Ryan Christie",1,188,1,0,1,1,0,0,0.8,0.8,0,0.9,4,12,6,0.48,0,0.48,0.48,0.48,0.41,0.01,0.42,0.41,1,5,1,20,2.39,0.48,0.2,1,19.4,80,110,72.7,0,0.1,0,1,17,1,0,12,6,2,3,3,9,6,0,7,6,0,5,1,2,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Lewis Cook",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,3,6,50,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Bafodé Diakité",7,630,0,0,0,0,0,0,0,0,0.1,0.1,1,19,2,0,0,0,0,0,0,0.02,0.02,0,0,0,0,NA,0,0,NA,NA,NA,319,361,88.4,0.1,0.1,-0.1,3,24,0,0,19,8,6,7,7,15,49,1,3,2,1,0,22,18,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Evanilson",7,616,1,0,1,1,0,0,1.3,1.3,0.8,2,4,7,21,0.15,0,0.15,0.15,0.15,0.18,0.11,0.3,0.18,1,15,4,26.7,2.19,0.58,0.07,0.25,12.2,89,106,84,0.8,0.3,-0.8,9,3,3,0,7,1,1,4,0,1,6,0,4,10,7,1,9,24,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Ben Gannon-Doak",0,46,0,1,1,0,0,0,0.1,0.1,0.6,0.7,2,1,5,0,1.96,1.96,0,1.96,0.17,1.12,1.29,0.17,0,1,0,0,1.96,0,0,NA,14.5,12,14,85.7,0.6,0.1,0.4,1,0,1,0,1,1,0,1,1,2,0,0,0,1,0,1,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","James Hill",2,276,0,0,0,0,0,0,0.1,0.1,0,0.1,3,17,8,0,0,0,0,0,0.04,0,0.04,0.04,0,2,1,50,0.65,0.33,0,0,22.6,96,146,65.8,0,0.2,0,0,15,3,0,17,4,3,3,6,10,16,0,4,2,0,6,12,3,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Álex Jiménez",4,315,0,0,0,0,0,0,0.1,0.1,0.1,0.2,15,20,8,0,0,0,0,0,0.02,0.02,0.04,0.02,0,2,0,0,0.57,0,0,NA,21.7,140,176,79.5,0.1,0.1,-0.1,2,10,5,1,20,7,5,4,3,10,5,0,4,4,0,4,3,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Eli Junior Kroupi",2,166,4,0,4,4,0,0,1.5,1.5,0.1,1.6,2,0,7,2.17,0,2.17,2.17,2.17,0.79,0.05,0.84,0.79,4,8,5,62.5,4.34,2.71,0.5,0.8,17,30,48,62.5,0.1,0.1,-0.1,1,1,0,0,0,0,0,1,0,0,4,0,0,0,1,0,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Hamed Junior Traorè",0,17,0,1,1,0,0,0,0,0,0.2,0.2,0,0,0,0,5.29,5.29,0,5.29,0,1.1,1.1,0,0,0,0,NA,0,0,NA,NA,NA,2,3,66.7,0.2,0,0.8,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Justin Kluivert",3,307,1,0,1,1,0,0,0.4,0.4,0.4,0.8,9,9,24,0.29,0,0.29,0.29,0.29,0.12,0.12,0.24,0.12,1,7,2,28.6,2.05,0.59,0.14,0.5,24.2,91,128,71.1,0.4,0.7,-0.4,6,8,3,0,9,4,2,4,1,5,2,0,6,4,0,13,1,7,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Veljko Milosavljević",2,186,0,0,0,0,0,0,0,0,0.1,0.1,0,5,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,NA,0,0,NA,NA,NA,81,93,87.1,0.1,0.2,-0.1,1,5,0,0,5,1,1,1,2,3,12,0,0,0,0,0,6,7,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Đorđe Petrović",9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,208,291,71.5,0,0,0,0,6,0,0,0,0,0,0,0,0,12,1,0,0,0,0,4,0,100,11,1.22,38,27,73.7,4,44.4,1,1,0,0,0
"Bournemouth","Alex Scott",8,594,1,0,1,1,0,0,0.5,0.5,0.4,0.9,14,20,17,0.15,0,0.15,0.15,0.15,0.08,0.05,0.14,0.08,1,10,2,20,1.52,0.3,0.1,0.5,22.8,256,315,81.3,0.4,0.3,-0.4,5,18,4,2,20,18,12,4,9,27,13,0,9,14,0,20,7,5,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Antoine Semenyo",9,809,6,3,9,5,1,1,3.8,3,0.5,3.5,28,35,51,0.67,0.33,1,0.56,0.89,0.42,0.06,0.48,0.33,6,19,10,52.6,2.11,1.11,0.26,0.5,14.3,191,281,68,0.5,0.4,2.5,11,10,15,0,35,14,10,18,1,15,6,0,21,5,6,10,22,23,48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Marcos Senesi",9,797,0,2,2,0,0,0,0.2,0.2,0.3,0.5,5,48,2,0,0.23,0.23,0,0.23,0.02,0.03,0.05,0.02,0,3,1,33.3,0.34,0.11,0,0,22,439,565,77.7,0.3,1.1,1.7,4,60,13,3,48,14,11,15,17,31,72,0,9,7,0,9,23,27,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Adam Smith",3,204,0,0,0,0,0,0,0,0,0.3,0.3,1,6,2,0,0,0,0,0,0,0.12,0.12,0,0,0,0,NA,0,0,NA,NA,NA,69,87,79.3,0.3,0.1,-0.3,1,7,0,0,6,1,0,1,1,2,10,0,3,3,0,2,3,6,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
